,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,original_df,kmean_cluster,db_cluster
2743,Stargazer,Envoy,1MuRs6j1HtyLSXBHVI3txF,0.751,0.599,6.0,-11.436,0.0,0.0517,0.074,0.814,0.0931,0.629,130.004,audio_features,1MuRs6j1HtyLSXBHVI3txF,spotify:track:1MuRs6j1HtyLSXBHVI3txF,https://api.spotify.com/v1/tracks/1MuRs6j1HtyLSXBHVI3txF,https://api.spotify.com/v1/audio-analysis/1MuRs6j1HtyLSXBHVI3txF,332640.0,4.0,not_hot,6,0
2744,Bouquet of Roses,Spade Cooley,5J8qe6p4qWXE0NybqjJLLX,0.386,0.0094,0.0,-28.625,1.0,0.0436,0.985,0.0217,0.224,0.348,180.907,audio_features,5J8qe6p4qWXE0NybqjJLLX,spotify:track:5J8qe6p4qWXE0NybqjJLLX,https://api.spotify.com/v1/tracks/5J8qe6p4qWXE0NybqjJLLX,https://api.spotify.com/v1/audio-analysis/5J8qe6p4qWXE0NybqjJLLX,212227.0,3.0,not_hot,0,-1
2745,Flame Of Love,Country Cajun,5OC64XHacVIVqZgG1fuzzs,0.417,0.352,4.0,-16.2,0.0,0.0482,0.87,0.0351,0.732,0.559,123.283,audio_features,5OC64XHacVIVqZgG1fuzzs,spotify:track:5OC64XHacVIVqZgG1fuzzs,https://api.spotify.com/v1/tracks/5OC64XHacVIVqZgG1fuzzs,https://api.spotify.com/v1/audio-analysis/5OC64XHacVIVqZgG1fuzzs,198336.0,3.0,not_hot,11,0
2746,Olvidando y recordando (dueto con Yahir),Cynthia,5SPHKhyxHOtPduyasAvYmK,0.692,0.878,6.0,-4.385,0.0,0.0459,0.157,0.0,0.0738,0.96,122.023,audio_features,5SPHKhyxHOtPduyasAvYmK,spotify:track:5SPHKhyxHOtPduyasAvYmK,https://api.spotify.com/v1/tracks/5SPHKhyxHOtPduyasAvYmK,https://api.spotify.com/v1/audio-analysis/5SPHKhyxHOtPduyasAvYmK,258299.0,4.0,not_hot,5,0
2747,The Ants Go Marching,Old Town School of Folk Music,5u8R3J6k2F41qh67AYpypd,0.685,0.275,4.0,-10.249,0.0,0.0453,0.783,0.0,0.105,0.717,108.59,audio_features,5u8R3J6k2F41qh67AYpypd,spotify:track:5u8R3J6k2F41qh67AYpypd,https://api.spotify.com/v1/tracks/5u8R3J6k2F41qh67AYpypd,https://api.spotify.com/v1/audio-analysis/5u8R3J6k2F41qh67AYpypd,112373.0,4.0,not_hot,2,0
2749,Jah In The Family,Nitty Gritty,3uJ1U32r1hAu75EjcjbCjh,0.884,0.415,1.0,-13.344,1.0,0.291,0.0151,5.36e-05,0.0667,0.646,95.195,audio_features,3uJ1U32r1hAu75EjcjbCjh,spotify:track:3uJ1U32r1hAu75EjcjbCjh,https://api.spotify.com/v1/tracks/3uJ1U32r1hAu75EjcjbCjh,https://api.spotify.com/v1/audio-analysis/3uJ1U32r1hAu75EjcjbCjh,221493.0,4.0,not_hot,8,0
2750,Out Of Control,Ted Nugent,4CCbCXVlRmGcYSK8mIpiQl,0.334,0.909,2.0,-5.102,1.0,0.0594,0.0549,0.179,0.223,0.806,165.698,audio_features,4CCbCXVlRmGcYSK8mIpiQl,spotify:track:4CCbCXVlRmGcYSK8mIpiQl,https://api.spotify.com/v1/tracks/4CCbCXVlRmGcYSK8mIpiQl,https://api.spotify.com/v1/audio-analysis/4CCbCXVlRmGcYSK8mIpiQl,207333.0,4.0,not_hot,13,1
2751,The Space We Are,Ronski Speed,1SpmWgQfaOB4NTwmu7MeL0,0.523,0.849,0.0,-7.824,1.0,0.0409,3.1e-05,0.798,0.0582,0.615,138.02,audio_features,1SpmWgQfaOB4NTwmu7MeL0,spotify:track:1SpmWgQfaOB4NTwmu7MeL0,https://api.spotify.com/v1/tracks/1SpmWgQfaOB4NTwmu7MeL0,https://api.spotify.com/v1/audio-analysis/1SpmWgQfaOB4NTwmu7MeL0,531708.0,4.0,not_hot,6,0
2752,Upload,Rodney Bakerr,4theMv5xWunKqyAC8zCbZA,0.805,0.725,2.0,-10.324,1.0,0.0509,0.0021,0.902,0.109,0.623,119.991,audio_features,4theMv5xWunKqyAC8zCbZA,spotify:track:4theMv5xWunKqyAC8zCbZA,https://api.spotify.com/v1/tracks/4theMv5xWunKqyAC8zCbZA,https://api.spotify.com/v1/audio-analysis/4theMv5xWunKqyAC8zCbZA,371253.0,4.0,not_hot,6,0
2753,Downtown,Holly Cole Trio,42yvtj5yqJaXnUHWMA7VIT,0.569,0.264,1.0,-16.393,0.0,0.0386,0.548,2.83e-05,0.111,0.363,126.55,audio_features,42yvtj5yqJaXnUHWMA7VIT,spotify:track:42yvtj5yqJaXnUHWMA7VIT,https://api.spotify.com/v1/tracks/42yvtj5yqJaXnUHWMA7VIT,https://api.spotify.com/v1/audio-analysis/42yvtj5yqJaXnUHWMA7VIT,234600.0,4.0,not_hot,0,0
2755,Animal Sounds,Grand National,6NfG2YPaG94V5y4GeoVQei,0.581,0.853,7.0,-8.355,0.0,0.0304,0.0131,0.025,0.0855,0.637,76.2,audio_features,6NfG2YPaG94V5y4GeoVQei,spotify:track:6NfG2YPaG94V5y4GeoVQei,https://api.spotify.com/v1/tracks/6NfG2YPaG94V5y4GeoVQei,https://api.spotify.com/v1/audio-analysis/6NfG2YPaG94V5y4GeoVQei,275893.0,4.0,not_hot,3,0
2759,Ultimatum,Murcof,12E0imeZWSwlqBWPJ9w4Hv,0.83,0.435,9.0,-16.552,1.0,0.0994,0.0986,0.903,0.0894,0.181,107.963,audio_features,12E0imeZWSwlqBWPJ9w4Hv,spotify:track:12E0imeZWSwlqBWPJ9w4Hv,https://api.spotify.com/v1/tracks/12E0imeZWSwlqBWPJ9w4Hv,https://api.spotify.com/v1/audio-analysis/12E0imeZWSwlqBWPJ9w4Hv,369453.0,4.0,not_hot,6,-1
2761,Three-Legged Man,Steve Goodman,3wCW3kMygqEtxM1pVFpqi4,0.52,0.527,2.0,-10.772,1.0,0.34,0.668,0.0,0.729,0.898,116.858,audio_features,3wCW3kMygqEtxM1pVFpqi4,spotify:track:3wCW3kMygqEtxM1pVFpqi4,https://api.spotify.com/v1/tracks/3wCW3kMygqEtxM1pVFpqi4,https://api.spotify.com/v1/audio-analysis/3wCW3kMygqEtxM1pVFpqi4,232440.0,4.0,not_hot,11,0
2764,Meet Me At Midnight,John Wetton & Geoffrey Downes,7pZemLsbIhK16zkMyUXwnl,0.47,0.149,9.0,-9.915,0.0,0.0356,0.93,0.000156,0.198,0.239,101.953,audio_features,7pZemLsbIhK16zkMyUXwnl,spotify:track:7pZemLsbIhK16zkMyUXwnl,https://api.spotify.com/v1/tracks/7pZemLsbIhK16zkMyUXwnl,https://api.spotify.com/v1/audio-analysis/7pZemLsbIhK16zkMyUXwnl,179968.0,5.0,not_hot,7,0
2767,Diggers Song,Commercial Club Crew,724xSVSSIpoCheoBb7H6Yk,0.65,0.997,1.0,-5.499,1.0,0.0594,0.0026,0.105,0.23,0.381,141.999,audio_features,724xSVSSIpoCheoBb7H6Yk,spotify:track:724xSVSSIpoCheoBb7H6Yk,https://api.spotify.com/v1/tracks/724xSVSSIpoCheoBb7H6Yk,https://api.spotify.com/v1/audio-analysis/724xSVSSIpoCheoBb7H6Yk,351693.0,4.0,not_hot,5,0
2768,Conspiracy,Controlled Fusion,5ExOUIJpPZ72M4hlJqbzk6,0.55,1.0,0.0,-4.06,1.0,0.0961,0.131,0.684,0.357,0.215,130.0,audio_features,5ExOUIJpPZ72M4hlJqbzk6,spotify:track:5ExOUIJpPZ72M4hlJqbzk6,https://api.spotify.com/v1/tracks/5ExOUIJpPZ72M4hlJqbzk6,https://api.spotify.com/v1/audio-analysis/5ExOUIJpPZ72M4hlJqbzk6,535000.0,4.0,not_hot,12,0
2770,Prokofiev Joined Us,Sergey Kuryokhin & Keshavan Maslak,0u9o8bHL6aOmbicELPKN2H,0.539,0.379,2.0,-12.152,0.0,0.0575,0.743,0.383,0.0832,0.705,105.774,audio_features,0u9o8bHL6aOmbicELPKN2H,spotify:track:0u9o8bHL6aOmbicELPKN2H,https://api.spotify.com/v1/tracks/0u9o8bHL6aOmbicELPKN2H,https://api.spotify.com/v1/audio-analysis/0u9o8bHL6aOmbicELPKN2H,230187.0,4.0,not_hot,2,0
2771,Radioactive Eskimo,Peter La Farge,4mnpOf7n43ShnmjoYCshw7,0.685,0.308,3.0,-18.382,1.0,0.553,0.922,0.0,0.13,0.955,154.533,audio_features,4mnpOf7n43ShnmjoYCshw7,spotify:track:4mnpOf7n43ShnmjoYCshw7,https://api.spotify.com/v1/tracks/4mnpOf7n43ShnmjoYCshw7,https://api.spotify.com/v1/audio-analysis/4mnpOf7n43ShnmjoYCshw7,71347.0,4.0,not_hot,9,-1
2772,Steppin' Out (I'm Gonna Boogie Tonight),Tony Orlando & Dawn,5iNEAEkOK1OtN6lqE4pLzg,0.627,0.631,2.0,-9.218,1.0,0.0361,0.246,0.0,0.0418,0.895,163.474,audio_features,5iNEAEkOK1OtN6lqE4pLzg,spotify:track:5iNEAEkOK1OtN6lqE4pLzg,https://api.spotify.com/v1/tracks/5iNEAEkOK1OtN6lqE4pLzg,https://api.spotify.com/v1/audio-analysis/5iNEAEkOK1OtN6lqE4pLzg,174467.0,4.0,not_hot,5,-1
2773,Just Lust,Joan Jett & The Blackhearts,58dvMthN80AyRkCEl6RIdo,0.606,0.623,2.0,-10.381,1.0,0.0344,0.309,7.36e-06,0.104,0.776,95.468,audio_features,58dvMthN80AyRkCEl6RIdo,spotify:track:58dvMthN80AyRkCEl6RIdo,https://api.spotify.com/v1/tracks/58dvMthN80AyRkCEl6RIdo,https://api.spotify.com/v1/audio-analysis/58dvMthN80AyRkCEl6RIdo,195400.0,4.0,not_hot,3,0
2775,Christmas Song,Flexa Lyndo,1PWWIiuHsDOyUVGHtN2h6h,0.637,0.356,7.0,-9.579,1.0,0.0298,0.647,0.0139,0.286,0.463,116.29,audio_features,1PWWIiuHsDOyUVGHtN2h6h,spotify:track:1PWWIiuHsDOyUVGHtN2h6h,https://api.spotify.com/v1/tracks/1PWWIiuHsDOyUVGHtN2h6h,https://api.spotify.com/v1/audio-analysis/1PWWIiuHsDOyUVGHtN2h6h,264707.0,4.0,not_hot,2,0
2776,The Spirit Of Earth Continues (Floating Earth Remix),Cybertribe,5odkUHlZSpx6PshtoQrSQt,0.518,0.34,1.0,-13.144,1.0,0.0311,0.199,0.798,0.0842,0.0353,130.094,audio_features,5odkUHlZSpx6PshtoQrSQt,spotify:track:5odkUHlZSpx6PshtoQrSQt,https://api.spotify.com/v1/tracks/5odkUHlZSpx6PshtoQrSQt,https://api.spotify.com/v1/audio-analysis/5odkUHlZSpx6PshtoQrSQt,394627.0,4.0,not_hot,10,0
2777,My 1 Mom,Pip Skid,1VbQsNUVOCLWjkjhNW227U,0.673,0.71,10.0,-8.208,0.0,0.179,0.00635,8.56e-06,0.229,0.38,84.638,audio_features,1VbQsNUVOCLWjkjhNW227U,spotify:track:1VbQsNUVOCLWjkjhNW227U,https://api.spotify.com/v1/tracks/1VbQsNUVOCLWjkjhNW227U,https://api.spotify.com/v1/audio-analysis/1VbQsNUVOCLWjkjhNW227U,216627.0,4.0,not_hot,8,0
2778,Am I Wrong?,COM.A,5d2fuUwhuVeiV41Ay9NQfO,0.736,0.239,0.0,-13.583,0.0,0.0341,0.942,0.814,0.932,0.194,142.732,audio_features,5d2fuUwhuVeiV41Ay9NQfO,spotify:track:5d2fuUwhuVeiV41Ay9NQfO,https://api.spotify.com/v1/tracks/5d2fuUwhuVeiV41Ay9NQfO,https://api.spotify.com/v1/audio-analysis/5d2fuUwhuVeiV41Ay9NQfO,77413.0,3.0,not_hot,11,-1
2780,Feels Like I'm In Love,Kelly Marie,3Swc1delyFn1fwPDkInUhC,0.716,0.758,0.0,-9.395,1.0,0.0271,0.0569,0.00515,0.353,0.857,120.774,audio_features,3Swc1delyFn1fwPDkInUhC,spotify:track:3Swc1delyFn1fwPDkInUhC,https://api.spotify.com/v1/tracks/3Swc1delyFn1fwPDkInUhC,https://api.spotify.com/v1/audio-analysis/3Swc1delyFn1fwPDkInUhC,256667.0,4.0,not_hot,3,0
2781,Wonderlust King,Gogol Bordello,2dJWClJj5lz9XF5ipVylNX,0.577,0.904,2.0,-4.517,1.0,0.167,0.0195,0.0,0.0826,0.588,135.006,audio_features,2dJWClJj5lz9XF5ipVylNX,spotify:track:2dJWClJj5lz9XF5ipVylNX,https://api.spotify.com/v1/tracks/2dJWClJj5lz9XF5ipVylNX,https://api.spotify.com/v1/audio-analysis/2dJWClJj5lz9XF5ipVylNX,238040.0,4.0,not_hot,5,0
2782,Vintage Volume,Arkitekt,25MfU51gkqyjht3nFiYRlj,0.586,0.394,11.0,-10.106,1.0,0.0272,0.848,0.00221,0.0636,0.0393,132.261,audio_features,25MfU51gkqyjht3nFiYRlj,spotify:track:25MfU51gkqyjht3nFiYRlj,https://api.spotify.com/v1/tracks/25MfU51gkqyjht3nFiYRlj,https://api.spotify.com/v1/audio-analysis/25MfU51gkqyjht3nFiYRlj,218227.0,4.0,not_hot,0,0
2783,It Don't Mean A Thing,Grappelli / Kessel,6H4wBfxDFgi8aXpxmfVpG8,0.621,0.655,8.0,-10.294,1.0,0.168,0.663,1.93e-05,0.0854,0.868,130.129,audio_features,6H4wBfxDFgi8aXpxmfVpG8,spotify:track:6H4wBfxDFgi8aXpxmfVpG8,https://api.spotify.com/v1/tracks/6H4wBfxDFgi8aXpxmfVpG8,https://api.spotify.com/v1/audio-analysis/6H4wBfxDFgi8aXpxmfVpG8,193560.0,4.0,not_hot,2,0
2786,Nosferatu,The Coral,2VvR4h7NdZMkiQecRastZM,0.345,0.593,9.0,-7.314,0.0,0.0363,0.041,0.00629,0.295,0.673,86.049,audio_features,2VvR4h7NdZMkiQecRastZM,spotify:track:2VvR4h7NdZMkiQecRastZM,https://api.spotify.com/v1/tracks/2VvR4h7NdZMkiQecRastZM,https://api.spotify.com/v1/audio-analysis/2VvR4h7NdZMkiQecRastZM,281565.0,4.0,not_hot,1,0
2787,Hang Your Head In Shame,Red Foley,7JCxDhgFXusHEF9kiVukPF,0.47,0.23,2.0,-13.851,1.0,0.036,0.714,1.41e-05,0.116,0.894,170.577,audio_features,7JCxDhgFXusHEF9kiVukPF,spotify:track:7JCxDhgFXusHEF9kiVukPF,https://api.spotify.com/v1/tracks/7JCxDhgFXusHEF9kiVukPF,https://api.spotify.com/v1/audio-analysis/7JCxDhgFXusHEF9kiVukPF,173800.0,4.0,not_hot,0,-1
2790,Canvas Man,Wan Light,39FVVAkkdBA42qme04i87L,0.214,0.305,11.0,-10.211,0.0,0.0284,0.595,1.85e-05,0.121,0.119,170.07,audio_features,39FVVAkkdBA42qme04i87L,spotify:track:39FVVAkkdBA42qme04i87L,https://api.spotify.com/v1/tracks/39FVVAkkdBA42qme04i87L,https://api.spotify.com/v1/audio-analysis/39FVVAkkdBA42qme04i87L,370960.0,4.0,not_hot,0,1
2791,Whatever You're Doing (Something Heavenly),Sanctus Real,3Ld0EPYp6BN4mmKcDtbHoq,0.395,0.642,0.0,-3.948,1.0,0.0294,0.191,0.0,0.313,0.171,157.968,audio_features,3Ld0EPYp6BN4mmKcDtbHoq,spotify:track:3Ld0EPYp6BN4mmKcDtbHoq,https://api.spotify.com/v1/tracks/3Ld0EPYp6BN4mmKcDtbHoq,https://api.spotify.com/v1/audio-analysis/3Ld0EPYp6BN4mmKcDtbHoq,251387.0,4.0,not_hot,13,2
2792,In The Bath,Randy Newman,6G1tikcOHS60UO06B37B9c,0.148,0.0398,7.0,-19.944,0.0,0.0343,0.921,0.48,0.123,0.0363,98.547,audio_features,6G1tikcOHS60UO06B37B9c,spotify:track:6G1tikcOHS60UO06B37B9c,https://api.spotify.com/v1/tracks/6G1tikcOHS60UO06B37B9c,https://api.spotify.com/v1/audio-analysis/6G1tikcOHS60UO06B37B9c,128253.0,4.0,not_hot,4,-1
2794,St Germain,TR,2kBtP5Quo0qSMSlLI63Lz0,0.561,0.611,4.0,-11.316,0.0,0.0289,0.00719,0.862,0.548,0.106,123.006,audio_features,2kBtP5Quo0qSMSlLI63Lz0,spotify:track:2kBtP5Quo0qSMSlLI63Lz0,https://api.spotify.com/v1/tracks/2kBtP5Quo0qSMSlLI63Lz0,https://api.spotify.com/v1/audio-analysis/2kBtP5Quo0qSMSlLI63Lz0,341053.0,4.0,not_hot,12,0
2796,Manolo's Lament,Jesse Cook,2JnFOvkVFhElSfc8Ft8O6T,0.691,0.813,0.0,-6.818,1.0,0.0653,0.372,0.00257,0.0766,0.923,90.086,audio_features,2JnFOvkVFhElSfc8Ft8O6T,spotify:track:2JnFOvkVFhElSfc8Ft8O6T,https://api.spotify.com/v1/tracks/2JnFOvkVFhElSfc8Ft8O6T,https://api.spotify.com/v1/audio-analysis/2JnFOvkVFhElSfc8Ft8O6T,210704.0,4.0,not_hot,3,0
2798,Boppin' The Blues,Lucky Thompson & His Lucky Seven,7jpQg7qsLwdUzMMTURFcRw,0.543,0.616,5.0,-6.743,0.0,0.0328,0.828,0.528,0.0766,0.882,142.889,audio_features,7jpQg7qsLwdUzMMTURFcRw,spotify:track:7jpQg7qsLwdUzMMTURFcRw,https://api.spotify.com/v1/tracks/7jpQg7qsLwdUzMMTURFcRw,https://api.spotify.com/v1/audio-analysis/7jpQg7qsLwdUzMMTURFcRw,179040.0,4.0,not_hot,2,0
2800,Wet My Bed,Iggy & The Stooges,41MRrlhhvIBELW6JRpLfZ8,0.351,0.904,0.0,-10.141,0.0,0.0498,0.647,0.971,0.696,0.544,94.334,audio_features,41MRrlhhvIBELW6JRpLfZ8,spotify:track:41MRrlhhvIBELW6JRpLfZ8,https://api.spotify.com/v1/tracks/41MRrlhhvIBELW6JRpLfZ8,https://api.spotify.com/v1/audio-analysis/41MRrlhhvIBELW6JRpLfZ8,265933.0,4.0,not_hot,11,0
2801,Lord Have Ass,We Are The World,1rJwSARinjBH7YXnsaKfhE,0.679,0.741,5.0,-8.093,1.0,0.0535,0.706,0.642,0.116,0.331,137.011,audio_features,1rJwSARinjBH7YXnsaKfhE,spotify:track:1rJwSARinjBH7YXnsaKfhE,https://api.spotify.com/v1/tracks/1rJwSARinjBH7YXnsaKfhE,https://api.spotify.com/v1/audio-analysis/1rJwSARinjBH7YXnsaKfhE,287547.0,4.0,not_hot,6,0
2803,Rescue Me,Cher,2KebbRcTspH64usoL7aY1L,0.442,0.968,5.0,-4.947,1.0,0.0903,9.58e-05,0.000431,0.0905,0.328,114.023,audio_features,2KebbRcTspH64usoL7aY1L,spotify:track:2KebbRcTspH64usoL7aY1L,https://api.spotify.com/v1/tracks/2KebbRcTspH64usoL7aY1L,https://api.spotify.com/v1/audio-analysis/2KebbRcTspH64usoL7aY1L,226560.0,4.0,not_hot,1,0
2804,Ghost Train,Carrie Newcomer,5n3sSQKoZULaUC3KHy7JGy,0.603,0.613,7.0,-8.043,1.0,0.0507,0.468,0.0,0.0911,0.737,153.908,audio_features,5n3sSQKoZULaUC3KHy7JGy,spotify:track:5n3sSQKoZULaUC3KHy7JGy,https://api.spotify.com/v1/tracks/5n3sSQKoZULaUC3KHy7JGy,https://api.spotify.com/v1/audio-analysis/5n3sSQKoZULaUC3KHy7JGy,215267.0,4.0,not_hot,5,-1
2805,Luke,Long Beach Dub Allstars,3SuMuRrw1xZ1gdymPkBf6O,0.661,0.701,1.0,-4.132,0.0,0.028,0.0633,0.000487,0.379,0.652,138.403,audio_features,3SuMuRrw1xZ1gdymPkBf6O,spotify:track:3SuMuRrw1xZ1gdymPkBf6O,https://api.spotify.com/v1/tracks/3SuMuRrw1xZ1gdymPkBf6O,https://api.spotify.com/v1/audio-analysis/3SuMuRrw1xZ1gdymPkBf6O,247187.0,4.0,not_hot,5,0
2807,First Date,Firetop Mountain,3S16decRfTK0yzleus0DUI,0.504,0.815,4.0,-7.173,1.0,0.035,0.0133,0.00298,0.797,0.51,100.024,audio_features,3S16decRfTK0yzleus0DUI,spotify:track:3S16decRfTK0yzleus0DUI,https://api.spotify.com/v1/tracks/3S16decRfTK0yzleus0DUI,https://api.spotify.com/v1/audio-analysis/3S16decRfTK0yzleus0DUI,227173.0,4.0,not_hot,11,0
2809,Peppermint Twist,Joey Dee and the Starliters,4vFuebQvxexME3dTs99ifv,0.427,0.642,0.0,-12.143,1.0,0.116,0.295,0.0,0.847,0.774,197.836,audio_features,4vFuebQvxexME3dTs99ifv,spotify:track:4vFuebQvxexME3dTs99ifv,https://api.spotify.com/v1/tracks/4vFuebQvxexME3dTs99ifv,https://api.spotify.com/v1/audio-analysis/4vFuebQvxexME3dTs99ifv,122253.0,4.0,not_hot,11,-1
2811,What's Love Got to Do With It,The Chap,6xlbcKgkjIzYmYHgjIqR3f,0.847,0.642,4.0,-7.0,0.0,0.35,0.824,0.00219,0.087,0.841,90.858,audio_features,6xlbcKgkjIzYmYHgjIqR3f,spotify:track:6xlbcKgkjIzYmYHgjIqR3f,https://api.spotify.com/v1/tracks/6xlbcKgkjIzYmYHgjIqR3f,https://api.spotify.com/v1/audio-analysis/6xlbcKgkjIzYmYHgjIqR3f,216267.0,4.0,not_hot,8,0
2814,Girl Boy,Blonde Redhead,3Z5I3tySu3V1dB2Aw3djok,0.808,0.171,10.0,-22.412,0.0,0.0485,0.928,0.713,0.113,0.482,115.704,audio_features,3Z5I3tySu3V1dB2Aw3djok,spotify:track:3Z5I3tySu3V1dB2Aw3djok,https://api.spotify.com/v1/tracks/3Z5I3tySu3V1dB2Aw3djok,https://api.spotify.com/v1/audio-analysis/3Z5I3tySu3V1dB2Aw3djok,108507.0,4.0,not_hot,10,-1
2815,Queen of Cydonia,Harold Budd_ Clive Wright,5V8vAllhHdiu5CUbWH7Ayw,0.0,0.221,0.0,-15.723,1.0,0.0,0.946,0.861,0.0786,0.0,0.0,audio_features,5V8vAllhHdiu5CUbWH7Ayw,spotify:track:5V8vAllhHdiu5CUbWH7Ayw,https://api.spotify.com/v1/tracks/5V8vAllhHdiu5CUbWH7Ayw,https://api.spotify.com/v1/audio-analysis/5V8vAllhHdiu5CUbWH7Ayw,425213.0,0.0,not_hot,4,-1
2817,The Wire,Robert Hood,1ApTriATFtZNvdctA0TMCf,0.714,0.81,10.0,-10.313,0.0,0.0435,0.0209,0.558,0.0949,0.22,135.41,audio_features,1ApTriATFtZNvdctA0TMCf,spotify:track:1ApTriATFtZNvdctA0TMCf,https://api.spotify.com/v1/tracks/1ApTriATFtZNvdctA0TMCf,https://api.spotify.com/v1/audio-analysis/1ApTriATFtZNvdctA0TMCf,391667.0,4.0,not_hot,6,0
2818,Get Me Home,Foxy Brown / Blackstreet,6Xo9osN1HErsEJoqwj4eDg,0.774,0.48,9.0,-6.599,0.0,0.228,0.109,0.000661,0.313,0.332,96.067,audio_features,6Xo9osN1HErsEJoqwj4eDg,spotify:track:6Xo9osN1HErsEJoqwj4eDg,https://api.spotify.com/v1/tracks/6Xo9osN1HErsEJoqwj4eDg,https://api.spotify.com/v1/audio-analysis/6Xo9osN1HErsEJoqwj4eDg,229400.0,4.0,not_hot,8,0
2820,Where's The Playground_ Johnny,Bobbie Gentry,0GJCbjflSHxQX0BR4YWfYk,0.423,0.336,9.0,-11.261,1.0,0.0268,0.651,0.000117,0.0719,0.316,86.568,audio_features,0GJCbjflSHxQX0BR4YWfYk,spotify:track:0GJCbjflSHxQX0BR4YWfYk,https://api.spotify.com/v1/tracks/0GJCbjflSHxQX0BR4YWfYk,https://api.spotify.com/v1/audio-analysis/0GJCbjflSHxQX0BR4YWfYk,152836.0,4.0,not_hot,7,0
2821,Laat Me Alleen,Rene Froger,60bG5kKD0nQlg353ZXDgoh,0.687,0.72,5.0,-6.912,0.0,0.0371,0.104,0.0,0.0295,0.881,128.081,audio_features,60bG5kKD0nQlg353ZXDgoh,spotify:track:60bG5kKD0nQlg353ZXDgoh,https://api.spotify.com/v1/tracks/60bG5kKD0nQlg353ZXDgoh,https://api.spotify.com/v1/audio-analysis/60bG5kKD0nQlg353ZXDgoh,234000.0,4.0,not_hot,3,0
2824,Upclose & Personal (feat. Substantial),PackFM,2hMrnWfRv6C0iR0v99jCYc,0.684,0.562,1.0,-10.944,1.0,0.499,0.131,0.0,0.663,0.615,93.217,audio_features,2hMrnWfRv6C0iR0v99jCYc,spotify:track:2hMrnWfRv6C0iR0v99jCYc,https://api.spotify.com/v1/tracks/2hMrnWfRv6C0iR0v99jCYc,https://api.spotify.com/v1/audio-analysis/2hMrnWfRv6C0iR0v99jCYc,223933.0,4.0,not_hot,8,0
2827,Bucket's Got A Hole In It,Washboard Sam,6mBWikixSVyqM4V1hOtaJz,0.748,0.324,7.0,-12.569,1.0,0.0551,0.965,0.192,0.0695,0.927,158.126,audio_features,6mBWikixSVyqM4V1hOtaJz,spotify:track:6mBWikixSVyqM4V1hOtaJz,https://api.spotify.com/v1/tracks/6mBWikixSVyqM4V1hOtaJz,https://api.spotify.com/v1/audio-analysis/6mBWikixSVyqM4V1hOtaJz,166191.0,4.0,not_hot,2,-1
2828,In My Mind,Heather Headley,6NSlNryPDSICV6ER6ZRosi,0.615,0.457,0.0,-6.761,1.0,0.0341,0.148,0.0,0.125,0.208,119.646,audio_features,6NSlNryPDSICV6ER6ZRosi,spotify:track:6NSlNryPDSICV6ER6ZRosi,https://api.spotify.com/v1/tracks/6NSlNryPDSICV6ER6ZRosi,https://api.spotify.com/v1/audio-analysis/6NSlNryPDSICV6ER6ZRosi,245947.0,4.0,not_hot,1,0
2829,Walkin' Tall,Adam Faith,1n0ArVKTysxsGQWB3P3s0k,0.601,0.595,9.0,-6.17,1.0,0.0326,0.67,0.0,0.208,0.939,106.096,audio_features,1n0ArVKTysxsGQWB3P3s0k,spotify:track:1n0ArVKTysxsGQWB3P3s0k,https://api.spotify.com/v1/tracks/1n0ArVKTysxsGQWB3P3s0k,https://api.spotify.com/v1/audio-analysis/1n0ArVKTysxsGQWB3P3s0k,126973.0,4.0,not_hot,2,0
2833,Hydrosphere,Hydro Aquatic,4mXPyMLGIk0SqbYLwiDeij,0.416,0.937,9.0,-7.123,1.0,0.0469,0.000454,0.941,0.141,0.645,137.996,audio_features,4mXPyMLGIk0SqbYLwiDeij,spotify:track:4mXPyMLGIk0SqbYLwiDeij,https://api.spotify.com/v1/tracks/4mXPyMLGIk0SqbYLwiDeij,https://api.spotify.com/v1/audio-analysis/4mXPyMLGIk0SqbYLwiDeij,450147.0,4.0,not_hot,12,0
2834,For Once In My Life,Martha & The Vandellas,0FucSfNLqVYSB950lsA7wm,0.38,0.487,6.0,-5.947,1.0,0.0305,0.612,0.0,0.0775,0.319,104.066,audio_features,0FucSfNLqVYSB950lsA7wm,spotify:track:0FucSfNLqVYSB950lsA7wm,https://api.spotify.com/v1/tracks/0FucSfNLqVYSB950lsA7wm,https://api.spotify.com/v1/audio-analysis/0FucSfNLqVYSB950lsA7wm,182907.0,3.0,not_hot,7,0
2837,Chained Minds,Casual,0FDkSvxFEPX3lFXJTRSFnr,0.667,0.568,1.0,-13.418,0.0,0.262,0.029,0.0,0.189,0.547,92.018,audio_features,0FDkSvxFEPX3lFXJTRSFnr,spotify:track:0FDkSvxFEPX3lFXJTRSFnr,https://api.spotify.com/v1/tracks/0FDkSvxFEPX3lFXJTRSFnr,https://api.spotify.com/v1/audio-analysis/0FDkSvxFEPX3lFXJTRSFnr,185600.0,4.0,not_hot,8,0
