,title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,original_df,kmean_cluster,db_cluster
752,Hangin' Around '03,International Pony,5iTvAEkAcKVYObQvEoFiZk,0.632,0.523,5.0,-16.248,0.0,0.0694,0.00413,0.000614,0.0605,0.495,99.671,audio_features,5iTvAEkAcKVYObQvEoFiZk,spotify:track:5iTvAEkAcKVYObQvEoFiZk,https://api.spotify.com/v1/tracks/5iTvAEkAcKVYObQvEoFiZk,https://api.spotify.com/v1/audio-analysis/5iTvAEkAcKVYObQvEoFiZk,239627.0,4.0,not_hot,3,0
753,Fool Fool Fool,The Clovers,2JUy9z8u8rxddAEGCAzpec,0.519,0.0825,8.0,-14.65,1.0,0.038,0.645,0.0,0.101,0.754,78.755,audio_features,2JUy9z8u8rxddAEGCAzpec,spotify:track:2JUy9z8u8rxddAEGCAzpec,https://api.spotify.com/v1/tracks/2JUy9z8u8rxddAEGCAzpec,https://api.spotify.com/v1/audio-analysis/2JUy9z8u8rxddAEGCAzpec,153533.0,4.0,not_hot,7,0
756,It's You,Animal Collective,1I7mVeRdjjafag8qGh3jkS,0.213,0.234,3.0,-15.585,1.0,0.0309,0.98,0.018,0.144,0.0869,84.044,audio_features,1I7mVeRdjjafag8qGh3jkS,spotify:track:1I7mVeRdjjafag8qGh3jkS,https://api.spotify.com/v1/tracks/1I7mVeRdjjafag8qGh3jkS,https://api.spotify.com/v1/audio-analysis/1I7mVeRdjjafag8qGh3jkS,219667.0,4.0,not_hot,7,-1
757,Get Off The Phone (Instrumental) (1976 demo),Johnny Thunders & The Heartbreakers,2UwhQTNwdgxsdL0ThnVLpC,0.384,0.87,4.0,-8.987,1.0,0.0397,0.001,0.79,0.18,0.715,98.214,audio_features,2UwhQTNwdgxsdL0ThnVLpC,spotify:track:2UwhQTNwdgxsdL0ThnVLpC,https://api.spotify.com/v1/tracks/2UwhQTNwdgxsdL0ThnVLpC,https://api.spotify.com/v1/audio-analysis/2UwhQTNwdgxsdL0ThnVLpC,125480.0,4.0,not_hot,12,0
758,Lonely Is The Hunter,Kiss,2Ed5CzDYdUC9hZevm9sRM3,0.599,0.865,9.0,-6.007,1.0,0.0464,0.0517,2.43e-06,0.248,0.533,110.92,audio_features,2Ed5CzDYdUC9hZevm9sRM3,spotify:track:2Ed5CzDYdUC9hZevm9sRM3,https://api.spotify.com/v1/tracks/2Ed5CzDYdUC9hZevm9sRM3,https://api.spotify.com/v1/audio-analysis/2Ed5CzDYdUC9hZevm9sRM3,268027.0,1.0,not_hot,1,0
762,Forever Autumn,Justin Hayward,5emp1nQ57jYolnIrEkgNO5,0.379,0.353,2.0,-12.084,0.0,0.0351,0.469,0.0,0.109,0.27,122.178,audio_features,5emp1nQ57jYolnIrEkgNO5,spotify:track:5emp1nQ57jYolnIrEkgNO5,https://api.spotify.com/v1/tracks/5emp1nQ57jYolnIrEkgNO5,https://api.spotify.com/v1/audio-analysis/5emp1nQ57jYolnIrEkgNO5,271827.0,4.0,not_hot,0,0
763,A Deep Deep Lake,The Jim Yoshii Pile-up,1fAJl4s6H2xSkaqNmOtKUK,0.371,0.441,9.0,-9.482,0.0,0.0291,0.0103,0.00433,0.116,0.153,113.053,audio_features,1fAJl4s6H2xSkaqNmOtKUK,spotify:track:1fAJl4s6H2xSkaqNmOtKUK,https://api.spotify.com/v1/tracks/1fAJl4s6H2xSkaqNmOtKUK,https://api.spotify.com/v1/audio-analysis/1fAJl4s6H2xSkaqNmOtKUK,253573.0,4.0,not_hot,1,0
764,Giddyap A Gogo,Randy Bush,6Ai3a7be0EUwFWC7zU7kV7,0.729,0.69,7.0,-11.079,1.0,0.0427,0.141,0.02,0.113,0.854,93.964,audio_features,6Ai3a7be0EUwFWC7zU7kV7,spotify:track:6Ai3a7be0EUwFWC7zU7kV7,https://api.spotify.com/v1/tracks/6Ai3a7be0EUwFWC7zU7kV7,https://api.spotify.com/v1/audio-analysis/6Ai3a7be0EUwFWC7zU7kV7,236000.0,4.0,not_hot,3,0
766,Hardbeat,Bigfoot,2uI2BcwHmfcsn8JYbdT3e7,0.759,0.829,7.0,-6.717,1.0,0.143,6.77e-05,0.845,0.069,0.199,144.012,audio_features,2uI2BcwHmfcsn8JYbdT3e7,spotify:track:2uI2BcwHmfcsn8JYbdT3e7,https://api.spotify.com/v1/tracks/2uI2BcwHmfcsn8JYbdT3e7,https://api.spotify.com/v1/audio-analysis/2uI2BcwHmfcsn8JYbdT3e7,350502.0,4.0,not_hot,6,0
767,Too Much,Leeland,5vVExqYnjE877PnnAywfdn,0.473,0.782,4.0,-5.453,0.0,0.0362,0.00586,0.0,0.258,0.573,78.118,audio_features,5vVExqYnjE877PnnAywfdn,spotify:track:5vVExqYnjE877PnnAywfdn,https://api.spotify.com/v1/tracks/5vVExqYnjE877PnnAywfdn,https://api.spotify.com/v1/audio-analysis/5vVExqYnjE877PnnAywfdn,225547.0,4.0,not_hot,1,0
768,Baby Used To Be,Bob Dorough,5Z0yI9i1Nx2UWENGYc7LoF,0.467,0.293,10.0,-15.484,1.0,0.0611,0.478,0.0,0.688,0.257,128.983,audio_features,5Z0yI9i1Nx2UWENGYc7LoF,spotify:track:5Z0yI9i1Nx2UWENGYc7LoF,https://api.spotify.com/v1/tracks/5Z0yI9i1Nx2UWENGYc7LoF,https://api.spotify.com/v1/audio-analysis/5Z0yI9i1Nx2UWENGYc7LoF,270507.0,4.0,not_hot,11,0
769,Days Elevated,Bird Names,7v0CBh2T3xzvVr3y2fTYUf,0.52,0.904,1.0,-8.169,0.0,0.0525,0.208,0.576,0.185,0.97,134.718,audio_features,7v0CBh2T3xzvVr3y2fTYUf,spotify:track:7v0CBh2T3xzvVr3y2fTYUf,https://api.spotify.com/v1/tracks/7v0CBh2T3xzvVr3y2fTYUf,https://api.spotify.com/v1/audio-analysis/7v0CBh2T3xzvVr3y2fTYUf,143973.0,5.0,not_hot,5,0
771,Out Of Hand,Attitude Adjustment,6dLi3TpVfVVEYLAxxVwbZr,0.256,0.961,11.0,-7.689,0.0,0.0382,0.000181,0.000135,0.316,0.387,91.135,audio_features,6dLi3TpVfVVEYLAxxVwbZr,spotify:track:6dLi3TpVfVVEYLAxxVwbZr,https://api.spotify.com/v1/tracks/6dLi3TpVfVVEYLAxxVwbZr,https://api.spotify.com/v1/audio-analysis/6dLi3TpVfVVEYLAxxVwbZr,198000.0,4.0,not_hot,1,0
772,Ensalada Mixta Cubana,Barbarito Diez,38WEIUXSJ7vvaf3Sb1UCRg,0.489,0.345,2.0,-12.614,1.0,0.0996,0.931,0.791,0.102,0.639,84.064,audio_features,38WEIUXSJ7vvaf3Sb1UCRg,spotify:track:38WEIUXSJ7vvaf3Sb1UCRg,https://api.spotify.com/v1/tracks/38WEIUXSJ7vvaf3Sb1UCRg,https://api.spotify.com/v1/audio-analysis/38WEIUXSJ7vvaf3Sb1UCRg,463893.0,4.0,not_hot,10,0
774,Tricky Woman,Lovie Lee,10Uz3DPXZa0PU8NHxG3tKw,0.643,0.372,5.0,-11.324,0.0,0.0358,0.577,0.000127,0.119,0.575,115.711,audio_features,10Uz3DPXZa0PU8NHxG3tKw,spotify:track:10Uz3DPXZa0PU8NHxG3tKw,https://api.spotify.com/v1/tracks/10Uz3DPXZa0PU8NHxG3tKw,https://api.spotify.com/v1/audio-analysis/10Uz3DPXZa0PU8NHxG3tKw,282867.0,3.0,not_hot,2,0
775,Run Run,Rod Taylor,5NNZW44i2jTC5ZydDsXLjx,0.724,0.882,6.0,-4.318,0.0,0.0733,0.239,0.0,0.109,0.92,142.394,audio_features,5NNZW44i2jTC5ZydDsXLjx,spotify:track:5NNZW44i2jTC5ZydDsXLjx,https://api.spotify.com/v1/tracks/5NNZW44i2jTC5ZydDsXLjx,https://api.spotify.com/v1/audio-analysis/5NNZW44i2jTC5ZydDsXLjx,211200.0,4.0,not_hot,5,0
777,Give That Up,Sheek Louch,7nbe26oQ80w8kwEuSdQhkb,0.452,0.801,5.0,-4.748,0.0,0.269,0.000771,1.19e-06,0.106,0.42,86.026,audio_features,7nbe26oQ80w8kwEuSdQhkb,spotify:track:7nbe26oQ80w8kwEuSdQhkb,https://api.spotify.com/v1/tracks/7nbe26oQ80w8kwEuSdQhkb,https://api.spotify.com/v1/audio-analysis/7nbe26oQ80w8kwEuSdQhkb,211613.0,4.0,not_hot,8,0
778,Find Your Way,Jens O.,4iVwHrwZrQKY6IeB3TFMh3,0.796,0.558,9.0,-9.71,1.0,0.0674,5.14e-05,0.319,0.0246,0.187,129.978,audio_features,4iVwHrwZrQKY6IeB3TFMh3,spotify:track:4iVwHrwZrQKY6IeB3TFMh3,https://api.spotify.com/v1/tracks/4iVwHrwZrQKY6IeB3TFMh3,https://api.spotify.com/v1/audio-analysis/4iVwHrwZrQKY6IeB3TFMh3,299366.0,4.0,not_hot,6,0
779,Black Hearts (On Fire),JET,7mXT4ImFyKWYUFn3AL8kIc,0.597,0.848,7.0,-2.827,0.0,0.051,0.00765,0.00534,0.0568,0.593,120.065,audio_features,7mXT4ImFyKWYUFn3AL8kIc,spotify:track:7mXT4ImFyKWYUFn3AL8kIc,https://api.spotify.com/v1/tracks/7mXT4ImFyKWYUFn3AL8kIc,https://api.spotify.com/v1/audio-analysis/7mXT4ImFyKWYUFn3AL8kIc,193707.0,4.0,not_hot,5,0
781,Era Of Technology,Brainticket,1y3ImaFHOAengzszkyWktW,0.423,0.85,7.0,-11.142,1.0,0.367,0.738,0.352,0.112,0.191,83.428,audio_features,1y3ImaFHOAengzszkyWktW,spotify:track:1y3ImaFHOAengzszkyWktW,https://api.spotify.com/v1/tracks/1y3ImaFHOAengzszkyWktW,https://api.spotify.com/v1/audio-analysis/1y3ImaFHOAengzszkyWktW,454977.0,4.0,not_hot,8,0
783,Soon,John P. Kee,7f8hVttcYiowlctUmdndhf,0.744,0.293,8.0,-14.024,1.0,0.0256,0.241,7.86e-05,0.0419,0.291,108.935,audio_features,7f8hVttcYiowlctUmdndhf,spotify:track:7f8hVttcYiowlctUmdndhf,https://api.spotify.com/v1/tracks/7f8hVttcYiowlctUmdndhf,https://api.spotify.com/v1/audio-analysis/7f8hVttcYiowlctUmdndhf,317040.0,4.0,not_hot,7,0
784,When You Are Gone,Blind Boy Fuller,6eBr9cNWjIKFmqu5dkST9M,0.615,0.321,7.0,-9.084,1.0,0.0342,0.93,0.000133,0.0998,0.376,141.052,audio_features,6eBr9cNWjIKFmqu5dkST9M,spotify:track:6eBr9cNWjIKFmqu5dkST9M,https://api.spotify.com/v1/tracks/6eBr9cNWjIKFmqu5dkST9M,https://api.spotify.com/v1/audio-analysis/6eBr9cNWjIKFmqu5dkST9M,168213.0,4.0,not_hot,0,0
785,bye,Christopher O'Riley,0iwuS71H9DGXs1LWQ2OUeA,0.204,0.0265,5.0,-38.113,0.0,0.0511,0.995,0.929,0.0945,0.0477,137.681,audio_features,0iwuS71H9DGXs1LWQ2OUeA,spotify:track:0iwuS71H9DGXs1LWQ2OUeA,https://api.spotify.com/v1/tracks/0iwuS71H9DGXs1LWQ2OUeA,https://api.spotify.com/v1/audio-analysis/0iwuS71H9DGXs1LWQ2OUeA,103187.0,3.0,not_hot,4,-1
786,A Spectral Suspension,Spinnerette,7rDV99L3uVeseOJmkeAQqo,0.534,0.742,4.0,-4.555,0.0,0.0539,0.00584,0.0108,0.238,0.667,144.968,audio_features,7rDV99L3uVeseOJmkeAQqo,spotify:track:7rDV99L3uVeseOJmkeAQqo,https://api.spotify.com/v1/tracks/7rDV99L3uVeseOJmkeAQqo,https://api.spotify.com/v1/audio-analysis/7rDV99L3uVeseOJmkeAQqo,172320.0,4.0,not_hot,5,0
787,French Inquisition,Bleeding Through,3ueyU40NBSwOJf0vdYak1G,0.278,0.921,11.0,-5.822,1.0,0.093,1.46e-06,0.482,0.329,0.319,105.067,audio_features,3ueyU40NBSwOJf0vdYak1G,spotify:track:3ueyU40NBSwOJf0vdYak1G,https://api.spotify.com/v1/tracks/3ueyU40NBSwOJf0vdYak1G,https://api.spotify.com/v1/audio-analysis/3ueyU40NBSwOJf0vdYak1G,253173.0,4.0,not_hot,12,0
790,Hôtel des Invalides,Little Tragedies,6EF8AkZ95YaUyTo2DFKNK3,0.455,0.376,2.0,-7.892,1.0,0.0317,0.4,0.271,0.0991,0.14,132.938,audio_features,6EF8AkZ95YaUyTo2DFKNK3,spotify:track:6EF8AkZ95YaUyTo2DFKNK3,https://api.spotify.com/v1/tracks/6EF8AkZ95YaUyTo2DFKNK3,https://api.spotify.com/v1/audio-analysis/6EF8AkZ95YaUyTo2DFKNK3,628587.0,4.0,not_hot,0,0
793,Tuesday,Motohiro Nakashima,4mA4xiEJcHlFLFD9XFfeaw,0.245,0.302,0.0,-15.883,1.0,0.0293,0.286,0.605,0.0661,0.0399,100.018,audio_features,4mA4xiEJcHlFLFD9XFfeaw,spotify:track:4mA4xiEJcHlFLFD9XFfeaw,https://api.spotify.com/v1/tracks/4mA4xiEJcHlFLFD9XFfeaw,https://api.spotify.com/v1/audio-analysis/4mA4xiEJcHlFLFD9XFfeaw,419267.0,4.0,not_hot,4,0
794,Money Counts,Dark Distant Spaces,1YGbyN9IFRPOKNUbeOyAg8,0.562,0.813,9.0,-9.528,0.0,0.0359,0.000154,0.032,0.364,0.616,149.296,audio_features,1YGbyN9IFRPOKNUbeOyAg8,spotify:track:1YGbyN9IFRPOKNUbeOyAg8,https://api.spotify.com/v1/tracks/1YGbyN9IFRPOKNUbeOyAg8,https://api.spotify.com/v1/audio-analysis/1YGbyN9IFRPOKNUbeOyAg8,216093.0,4.0,not_hot,5,0
795,Feriado,Celso Fonseca,2Pp5tiblQlT53TtniZESWS,0.757,0.456,7.0,-15.257,1.0,0.049,0.656,0.595,0.0668,0.598,96.004,audio_features,2Pp5tiblQlT53TtniZESWS,spotify:track:2Pp5tiblQlT53TtniZESWS,https://api.spotify.com/v1/tracks/2Pp5tiblQlT53TtniZESWS,https://api.spotify.com/v1/audio-analysis/2Pp5tiblQlT53TtniZESWS,233827.0,4.0,not_hot,10,0
796,If I Were In Your Shoes,You Me At Six,79s50PbztHoGkxkS2VeM9o,0.297,0.9,6.0,-3.464,0.0,0.0622,0.00014,0.0,0.172,0.648,186.004,audio_features,79s50PbztHoGkxkS2VeM9o,spotify:track:79s50PbztHoGkxkS2VeM9o,https://api.spotify.com/v1/tracks/79s50PbztHoGkxkS2VeM9o,https://api.spotify.com/v1/audio-analysis/79s50PbztHoGkxkS2VeM9o,181293.0,4.0,not_hot,13,-1
797,Tocam,Nichols,392W21LewFMu8Nfk1wTohL,0.779,0.582,4.0,-7.935,0.0,0.0761,0.0812,0.0645,0.116,0.659,114.23,audio_features,392W21LewFMu8Nfk1wTohL,spotify:track:392W21LewFMu8Nfk1wTohL,https://api.spotify.com/v1/tracks/392W21LewFMu8Nfk1wTohL,https://api.spotify.com/v1/audio-analysis/392W21LewFMu8Nfk1wTohL,213707.0,3.0,not_hot,3,0
798,White Rice_ Brown Heart,Man Man,3quYCFcOiDl78Hl4trCKlG,0.472,0.922,5.0,-4.137,1.0,0.0823,0.413,1.41e-06,0.909,0.715,137.553,audio_features,3quYCFcOiDl78Hl4trCKlG,spotify:track:3quYCFcOiDl78Hl4trCKlG,https://api.spotify.com/v1/tracks/3quYCFcOiDl78Hl4trCKlG,https://api.spotify.com/v1/audio-analysis/3quYCFcOiDl78Hl4trCKlG,121467.0,4.0,not_hot,11,0
800,Second Chances,Paper Route,6kUdVJNBeMh0vqBMwkxBf1,0.484,0.472,0.0,-12.646,1.0,0.0353,0.397,0.0549,0.137,0.0597,141.974,audio_features,6kUdVJNBeMh0vqBMwkxBf1,spotify:track:6kUdVJNBeMh0vqBMwkxBf1,https://api.spotify.com/v1/tracks/6kUdVJNBeMh0vqBMwkxBf1,https://api.spotify.com/v1/audio-analysis/6kUdVJNBeMh0vqBMwkxBf1,261773.0,4.0,not_hot,0,0
803,Secrets,Sunscreem,5dgA20ja2Hcc9IH1g6xazW,0.535,0.713,0.0,-8.776,1.0,0.141,0.0224,0.0,0.0659,0.651,172.12,audio_features,5dgA20ja2Hcc9IH1g6xazW,spotify:track:5dgA20ja2Hcc9IH1g6xazW,https://api.spotify.com/v1/tracks/5dgA20ja2Hcc9IH1g6xazW,https://api.spotify.com/v1/audio-analysis/5dgA20ja2Hcc9IH1g6xazW,227427.0,4.0,not_hot,5,1
804,Whispering Playa,TLC,3FU9577br8yvtfTXRmOv5r,0.615,0.697,7.0,-11.544,1.0,0.654,0.215,0.0,0.611,0.605,96.26,audio_features,3FU9577br8yvtfTXRmOv5r,spotify:track:3FU9577br8yvtfTXRmOv5r,https://api.spotify.com/v1/tracks/3FU9577br8yvtfTXRmOv5r,https://api.spotify.com/v1/audio-analysis/3FU9577br8yvtfTXRmOv5r,52067.0,4.0,not_hot,9,0
805,Draining of the Tanks,Drexciya,2Ifw6chERkkCmIu4V0MByI,0.523,0.944,2.0,-8.556,1.0,0.468,0.309,0.0614,0.113,0.292,91.338,audio_features,2Ifw6chERkkCmIu4V0MByI,spotify:track:2Ifw6chERkkCmIu4V0MByI,https://api.spotify.com/v1/tracks/2Ifw6chERkkCmIu4V0MByI,https://api.spotify.com/v1/audio-analysis/2Ifw6chERkkCmIu4V0MByI,164973.0,5.0,not_hot,8,0
806,Delta Man,Bobbie Gentry,5EkG5IWV10XKyUX9Ds69pP,0.679,0.263,10.0,-19.371,1.0,0.0342,0.693,9.58e-06,0.0669,0.892,122.999,audio_features,5EkG5IWV10XKyUX9Ds69pP,spotify:track:5EkG5IWV10XKyUX9Ds69pP,https://api.spotify.com/v1/tracks/5EkG5IWV10XKyUX9Ds69pP,https://api.spotify.com/v1/audio-analysis/5EkG5IWV10XKyUX9Ds69pP,186484.0,4.0,not_hot,2,-1
807,Y,The Berzerker,70MnEyeY2frfg0XMM3i4iD,0.436,0.997,4.0,-3.44,1.0,0.179,2.41e-05,0.285,0.389,0.0582,77.473,audio_features,70MnEyeY2frfg0XMM3i4iD,spotify:track:70MnEyeY2frfg0XMM3i4iD,https://api.spotify.com/v1/tracks/70MnEyeY2frfg0XMM3i4iD,https://api.spotify.com/v1/audio-analysis/70MnEyeY2frfg0XMM3i4iD,205800.0,4.0,not_hot,1,0
811,All About This,Disco Drive,0N2cHOLVIjzAhmBCexX06R,0.703,0.612,11.0,-7.97,0.0,0.0348,0.0003,0.0147,0.0743,0.796,130.113,audio_features,0N2cHOLVIjzAhmBCexX06R,spotify:track:0N2cHOLVIjzAhmBCexX06R,https://api.spotify.com/v1/tracks/0N2cHOLVIjzAhmBCexX06R,https://api.spotify.com/v1/audio-analysis/0N2cHOLVIjzAhmBCexX06R,250853.0,4.0,not_hot,3,0
813,My Sweet Baby,Robert Lowery,7iqSxSycin6Mt2wbnDPYd8,0.633,0.144,4.0,-15.278,1.0,0.0444,0.941,3.05e-05,0.275,0.538,109.568,audio_features,7iqSxSycin6Mt2wbnDPYd8,spotify:track:7iqSxSycin6Mt2wbnDPYd8,https://api.spotify.com/v1/tracks/7iqSxSycin6Mt2wbnDPYd8,https://api.spotify.com/v1/audio-analysis/7iqSxSycin6Mt2wbnDPYd8,164320.0,4.0,not_hot,7,0
814,First Strike 2010,Signum,6keXrlZL432gSgnxrpIjuk,0.528,0.932,8.0,-7.508,1.0,0.061,0.00145,0.786,0.0644,0.176,138.011,audio_features,6keXrlZL432gSgnxrpIjuk,spotify:track:6keXrlZL432gSgnxrpIjuk,https://api.spotify.com/v1/tracks/6keXrlZL432gSgnxrpIjuk,https://api.spotify.com/v1/audio-analysis/6keXrlZL432gSgnxrpIjuk,518000.0,4.0,not_hot,12,0
815,Let's Stick Together,Wilbert Harrison,3RmofeRA5Nv12RrY5U0jI1,0.796,0.748,9.0,-6.29,1.0,0.0335,0.548,0.00202,0.194,0.971,116.317,audio_features,3RmofeRA5Nv12RrY5U0jI1,spotify:track:3RmofeRA5Nv12RrY5U0jI1,https://api.spotify.com/v1/tracks/3RmofeRA5Nv12RrY5U0jI1,https://api.spotify.com/v1/audio-analysis/3RmofeRA5Nv12RrY5U0jI1,166880.0,4.0,not_hot,3,0
816,Boston & St. John's,Great Big Sea,3KFum0tt0F7mo6SGFhWeO8,0.473,0.456,2.0,-9.764,1.0,0.0255,0.572,0.0,0.0975,0.388,87.891,audio_features,3KFum0tt0F7mo6SGFhWeO8,spotify:track:3KFum0tt0F7mo6SGFhWeO8,https://api.spotify.com/v1/tracks/3KFum0tt0F7mo6SGFhWeO8,https://api.spotify.com/v1/audio-analysis/3KFum0tt0F7mo6SGFhWeO8,227293.0,4.0,not_hot,7,0
817,Failure To Heart,The Pribata Idaho,56sSTYx9L1vqM1u0wl8eky,0.398,0.827,6.0,-3.322,0.0,0.0372,0.00841,0.858,0.261,0.456,93.067,audio_features,56sSTYx9L1vqM1u0wl8eky,spotify:track:56sSTYx9L1vqM1u0wl8eky,https://api.spotify.com/v1/tracks/56sSTYx9L1vqM1u0wl8eky,https://api.spotify.com/v1/audio-analysis/56sSTYx9L1vqM1u0wl8eky,199000.0,4.0,not_hot,12,0
819,Deliverance (Late Mix),Pig & Dan,4UeE0LLnVI0oz9fdhXiSY3,0.804,0.57,2.0,-14.956,1.0,0.0708,0.0557,0.958,0.111,0.035,128.008,audio_features,4UeE0LLnVI0oz9fdhXiSY3,spotify:track:4UeE0LLnVI0oz9fdhXiSY3,https://api.spotify.com/v1/tracks/4UeE0LLnVI0oz9fdhXiSY3,https://api.spotify.com/v1/audio-analysis/4UeE0LLnVI0oz9fdhXiSY3,427640.0,4.0,not_hot,6,0
823,Lovers,Sanctity,1JlHENFaAWpMpipjbGfZEM,0.569,0.665,4.0,-13.354,0.0,0.0656,0.0397,0.0778,0.0996,0.615,83.989,audio_features,1JlHENFaAWpMpipjbGfZEM,spotify:track:1JlHENFaAWpMpipjbGfZEM,https://api.spotify.com/v1/tracks/1JlHENFaAWpMpipjbGfZEM,https://api.spotify.com/v1/audio-analysis/1JlHENFaAWpMpipjbGfZEM,257947.0,4.0,not_hot,3,0
825,Avril au Portugal,Eartha Kitt,23RXRa0mPCtNfFlsbTftxp,0.51,0.256,5.0,-10.498,0.0,0.0299,0.908,6.43e-06,0.254,0.373,105.35,audio_features,23RXRa0mPCtNfFlsbTftxp,spotify:track:23RXRa0mPCtNfFlsbTftxp,https://api.spotify.com/v1/tracks/23RXRa0mPCtNfFlsbTftxp,https://api.spotify.com/v1/audio-analysis/23RXRa0mPCtNfFlsbTftxp,205293.0,4.0,not_hot,7,0
826,Prinsessen I Ballkjolen,Mons Leidvin Takle,49erQ7MI5iQXNcLj14b7Dn,0.397,0.136,0.0,-20.417,1.0,0.0615,0.969,0.932,0.129,0.119,70.507,audio_features,49erQ7MI5iQXNcLj14b7Dn,spotify:track:49erQ7MI5iQXNcLj14b7Dn,https://api.spotify.com/v1/tracks/49erQ7MI5iQXNcLj14b7Dn,https://api.spotify.com/v1/audio-analysis/49erQ7MI5iQXNcLj14b7Dn,76880.0,4.0,not_hot,4,-1
827,747,Blues Company,2zs6fGu9nuPAc84wd6YYEO,0.604,0.353,9.0,-9.021,0.0,0.0408,0.338,0.0194,0.0969,0.226,97.878,audio_features,2zs6fGu9nuPAc84wd6YYEO,spotify:track:2zs6fGu9nuPAc84wd6YYEO,https://api.spotify.com/v1/tracks/2zs6fGu9nuPAc84wd6YYEO,https://api.spotify.com/v1/audio-analysis/2zs6fGu9nuPAc84wd6YYEO,335627.0,4.0,not_hot,7,0
828,Realität Nr. 1,1. Futurologischer Congress,3iWJSWzvzLqyuuGFLUiNJ0,0.581,0.933,6.0,-5.99,0.0,0.283,0.395,4.82e-05,0.364,0.592,186.58,audio_features,3iWJSWzvzLqyuuGFLUiNJ0,spotify:track:3iWJSWzvzLqyuuGFLUiNJ0,https://api.spotify.com/v1/tracks/3iWJSWzvzLqyuuGFLUiNJ0,https://api.spotify.com/v1/audio-analysis/3iWJSWzvzLqyuuGFLUiNJ0,211373.0,4.0,not_hot,13,-1
831,Out 2 Get Rich,Jake the Flake,0LgyI62ceY42h4K6hYAVNA,0.788,0.789,5.0,-4.713,1.0,0.0914,0.0589,0.00225,0.306,0.733,87.891,audio_features,0LgyI62ceY42h4K6hYAVNA,spotify:track:0LgyI62ceY42h4K6hYAVNA,https://api.spotify.com/v1/tracks/0LgyI62ceY42h4K6hYAVNA,https://api.spotify.com/v1/audio-analysis/0LgyI62ceY42h4K6hYAVNA,238000.0,4.0,not_hot,3,0
832,The Currah Of Kildare,The Wild Rover,7dDehyuZI6ji6kFrz2d5xu,0.311,0.32,7.0,-8.596,1.0,0.0277,0.763,1e-05,0.203,0.375,102.706,audio_features,7dDehyuZI6ji6kFrz2d5xu,spotify:track:7dDehyuZI6ji6kFrz2d5xu,https://api.spotify.com/v1/tracks/7dDehyuZI6ji6kFrz2d5xu,https://api.spotify.com/v1/audio-analysis/7dDehyuZI6ji6kFrz2d5xu,358387.0,4.0,not_hot,7,0
834,Wheeler,Fireside,5YBzZdTt5NbruA5si0dp8O,0.34,0.838,7.0,-7.255,0.0,0.0407,1.68e-05,0.631,0.671,0.518,106.9,audio_features,5YBzZdTt5NbruA5si0dp8O,spotify:track:5YBzZdTt5NbruA5si0dp8O,https://api.spotify.com/v1/tracks/5YBzZdTt5NbruA5si0dp8O,https://api.spotify.com/v1/audio-analysis/5YBzZdTt5NbruA5si0dp8O,112027.0,4.0,not_hot,11,0
835,Intro,Luniz,4vtdHRScGakXSyI8Fb128n,0.547,0.523,3.0,-6.375,1.0,0.258,0.0153,3.36e-05,0.254,0.0714,85.075,audio_features,4vtdHRScGakXSyI8Fb128n,spotify:track:4vtdHRScGakXSyI8Fb128n,https://api.spotify.com/v1/tracks/4vtdHRScGakXSyI8Fb128n,https://api.spotify.com/v1/audio-analysis/4vtdHRScGakXSyI8Fb128n,51627.0,3.0,not_hot,1,0
836,Wonderful Ones,Josh Joplin Group,27JmwNlQpAf1DZxxF9kILo,0.563,0.658,7.0,-5.179,1.0,0.0285,0.0688,1.05e-05,0.0541,0.809,96.192,audio_features,27JmwNlQpAf1DZxxF9kILo,spotify:track:27JmwNlQpAf1DZxxF9kILo,https://api.spotify.com/v1/tracks/27JmwNlQpAf1DZxxF9kILo,https://api.spotify.com/v1/audio-analysis/27JmwNlQpAf1DZxxF9kILo,191933.0,4.0,not_hot,3,0
838,Tickets To the Car Crash,Pig Destroyer,5h0yqElmnq8B0K6MdFNhf4,0.191,0.998,8.0,-3.188,0.0,0.454,7.74e-05,0.032,0.422,0.0879,177.308,audio_features,5h0yqElmnq8B0K6MdFNhf4,spotify:track:5h0yqElmnq8B0K6MdFNhf4,https://api.spotify.com/v1/tracks/5h0yqElmnq8B0K6MdFNhf4,https://api.spotify.com/v1/audio-analysis/5h0yqElmnq8B0K6MdFNhf4,39747.0,4.0,not_hot,13,-1
841,Cubic Space Division,Keziah Jones,1Vnj9mWz8hgs1oaykSmfPU,0.646,0.907,2.0,-9.906,1.0,0.0419,0.0391,0.000737,0.202,0.692,136.814,audio_features,1Vnj9mWz8hgs1oaykSmfPU,spotify:track:1Vnj9mWz8hgs1oaykSmfPU,https://api.spotify.com/v1/tracks/1Vnj9mWz8hgs1oaykSmfPU,https://api.spotify.com/v1/audio-analysis/1Vnj9mWz8hgs1oaykSmfPU,212040.0,4.0,not_hot,5,0
